duration_seconds,finished,recorded_date,qualtrics_response_id,age,gender,gender_text,ethnicity,ethncity_text,bfi2xsh_self_1,bfi2xsh_self_2,bfi2xsh_self_3,bfi2xsh_self_4,bfi2xsh_self_5,bfi2xsh_self_6,bfi2xsh_self_7,bfi2xsh_self_8,bfi2xsh_self_9,bfi2xsh_self_10,bfi2xsh_self_11,bfi2xsh_self_12,bfi2xsh_self_13,bfi2xsh_self_14,bfi2xsh_self_15,bfi2xsh_self_16,bfi2xsh_self_17,bfi2xsh_self_18,bfi2xsh_self_19,cand_pref,ingroup_ident,threat,mancheck_t1_o1,bfi2xsh_t1_o1_1,bfi2xsh_t1_o1_2,bfi2xsh_t1_o1_3,bfi2xsh_t1_o1_4,bfi2xsh_t1_o1_5,bfi2xsh_t1_o1_6,bfi2xsh_t1_o1_7,bfi2xsh_t1_o1_8,bfi2xsh_t1_o1_9,bfi2xsh_t1_o1_10,bfi2xsh_t1_o1_11,bfi2xsh_t1_o1_12,bfi2xsh_t1_o1_13,bfi2xsh_t1_o1_14,bfi2xsh_t1_o1_15,bfi2xsh_t1_o1_16,bfi2xsh_t1_o1_17,bfi2xsh_t1_o1_18,bfi2xsh_t1_o1_19,covid1_t1_o1,covid2_t1_o1,covid3_t1_o1,analog_t_o1,mancheck_t2_o1,bfi2xsh_t2_o1_1,bfi2xsh_t2_o1_2,bfi2xsh_t2_o1_3,bfi2xsh_t2_o1_4,bfi2xsh_t2_o1_5,bfi2xsh_t2_o1_6,bfi2xsh_t2_o1_7,bfi2xsh_t2_o1_8,bfi2xsh_t2_o1_9,bfi2xsh_t2_o1_10,bfi2xsh_t2_o1_11,bfi2xsh_t2_o1_12,bfi2xsh_t2_o1_13,bfi2xsh_t2_o1_14,bfi2xsh_t2_o1_15,bfi2xsh_t2_o1_16,bfi2xsh_t2_o1_17,bfi2xsh_t2_o1_18,bfi2xsh_t2_o1_19,political_ident_t_o1,mancheck_t1_o2,bfi2xsh_t1_o2_1,bfi2xsh_t1_o2_2,bfi2xsh_t1_o2_3,bfi2xsh_t1_o2_4,bfi2xsh_t1_o2_5,bfi2xsh_t1_o2_6,bfi2xsh_t1_o2_7,bfi2xsh_t1_o2_8,bfi2xsh_t1_o2_9,bfi2xsh_t1_o2_10,bfi2xsh_t1_o2_11,bfi2xsh_t1_o2_12,bfi2xsh_t1_o2_13,bfi2xsh_t1_o2_14,bfi2xsh_t1_o2_15,bfi2xsh_t1_o2_16,bfi2xsh_t1_o2_17,bfi2xsh_t1_o2_18,bfi2xsh_t1_o2_19,covid1_t1_o2,covid2_t1_o2,covid3_t1_o2,analog_t_o2,mancheck_t2_o2,bfi2xsh_t2_o2_1,bfi2xsh_t2_o2_2,bfi2xsh_t2_o2_3,bfi2xsh_t2_o2_4,bfi2xsh_t2_o2_5,bfi2xsh_t2_o2_6,bfi2xsh_t2_o2_7,bfi2xsh_t2_o2_8,bfi2xsh_t2_o2_9,bfi2xsh_t2_o2_10,bfi2xsh_t2_o2_11,bfi2xsh_t2_o2_12,bfi2xsh_t2_o2_13,bfi2xsh_t2_o2_14,bfi2xsh_t2_o2_15,bfi2xsh_t2_o2_16,bfi2xsh_t2_o2_17,bfi2xsh_t2_o2_18,bfi2xsh_t2_o2_19,political_ident_t_o2,mancheck_nt1_o1,bfi2xsh_nt1_o1_1,bfi2xsh_nt1_o1_2,bfi2xsh_nt1_o1_3,bfi2xsh_nt1_o1_4,bfi2xsh_nt1_o1_5,bfi2xsh_nt1_o1_6,bfi2xsh_nt1_o1_7,bfi2xsh_nt1_o1_8,bfi2xsh_nt1_o1_9,bfi2xsh_nt1_o1_10,bfi2xsh_nt1_o1_11,bfi2xsh_nt1_o1_12,bfi2xsh_nt1_o1_13,bfi2xsh_nt1_o1_14,bfi2xsh_nt1_o1_15,bfi2xsh_nt1_o1_16,bfi2xsh_nt1_o1_17,bfi2xsh_nt1_o1_18,bfi2xsh_nt1_o1_19,covid1_nt1_o1,covid2_nt1_o1,covid3_nt1_o1,analog_nt_o1,mancheck_nt2_o1,bfi2xsh_nt2_o1_1,bfi2xsh_nt2_o1_2,bfi2xsh_nt2_o1_3,bfi2xsh_nt2_o1_4,bfi2xsh_nt2_o1_5,bfi2xsh_nt2_o1_6,bfi2xsh_nt2_o1_7,bfi2xsh_nt2_o1_8,bfi2xsh_nt2_o1_9,bfi2xsh_nt2_o1_10,bfi2xsh_nt2_o1_11,bfi2xsh_nt2_o1_12,bfi2xsh_nt2_o1_13,bfi2xsh_nt2_o1_14,bfi2xsh_nt2_o1_15,bfi2xsh_nt2_o1_16,bfi2xsh_nt2_o1_17,bfi2xsh_nt2_o1_18,bfi2xsh_nt2_o1_19,political_ident_nt_o1,mancheck_nt1_o2,bfi2xsh_nt1_o2_1,bfi2xsh_nt1_o2_2,bfi2xsh_nt1_o2_3,bfi2xsh_nt1_o2_4,bfi2xsh_nt1_o2_5,bfi2xsh_nt1_o2_6,bfi2xsh_nt1_o2_7,bfi2xsh_nt1_o2_8,bfi2xsh_nt1_o2_9,bfi2xsh_nt1_o2_10,bfi2xsh_nt1_o2_11,bfi2xsh_nt1_o2_12,bfi2xsh_nt1_o2_13,bfi2xsh_nt1_o2_14,bfi2xsh_nt1_o2_15,bfi2xsh_nt1_o2_16,bfi2xsh_nt1_o2_17,bfi2xsh_nt1_o2_18,bfi2xsh_nt1_o2_19,covid1_nt1_o2,covid2_nt1_o2,covid3_nt1_o2,analog_nt_o2,mancheck_nt2_o2,bfi2xsh_nt2_o2_1,bfi2xsh_nt2_o2_2,bfi2xsh_nt2_o2_3,bfi2xsh_nt2_o2_4,bfi2xsh_nt2_o2_5,bfi2xsh_nt2_o2_6,bfi2xsh_nt2_o2_7,bfi2xsh_nt2_o2_8,bfi2xsh_nt2_o2_9,bfi2xsh_nt2_o2_10,bfi2xsh_nt2_o2_11,bfi2xsh_nt2_o2_12,bfi2xsh_nt2_o2_13,bfi2xsh_nt2_o2_14,bfi2xsh_nt2_o2_15,bfi2xsh_nt2_o2_16,bfi2xsh_nt2_o2_17,bfi2xsh_nt2_o2_18,bfi2xsh_nt2_o2_19,political_ident_nt_o2,sona_id
1172.00,1,2/3/2021 20:08,R_Wqxm8UvKmBTLFNn,18,1,,18,,4,5,2,3,4,2,1,4,2,3,5,4,5,5,4,5,3,2,5,3,3,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,4,2,3,3,4,5,4,2,3,5,3,3,3,4,3,3,3,5,3,1,4,6,One time I felt misunderstood was when me and my roommate had a disagreement about what way to set up the room,1,3,3,2,3,3,5,4,2,3,4,4,3,4,4,5,2,3,5,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,51166
2805.00,1,2/3/2021 22:06,R_1gSCgCSA80a4NIW,18,2,,16,,2,5,4,2,3,4,2,5,3,3,4,5,5,2,4,2,5,1,2,3,3,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,4,2,2,3,5,3,2,3,2,4,4,4,4,4,2,4,2,2,1,4,1,"In school, I had differing opinions in government with political beliefs and it started a debate",1,3,4,3,2,3,2,2,2,3,2,5,4,3,2,3,3,2,3,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,51701
1785.00,1,2/4/2021 0:43,R_bOU4Pr24D1vb1G9,22,2,,16,,5,4,3,5,2,3,2,4,4,4,2,5,4,3,4,2,1,2,5,3,3,2,1,2,2,3,5,3,3,4,3,2,3,4,2,3,2,2,3,3,4,3,1,4,1,"Defending the Black Lives Matter movement in a group chat that, other than me, was largely politically center through far right.  Everyone else in the chat would not let up with the narrative that Black Lives Matter is a terrorist organization and that Black Americans deserve to be the main focus of police.  I could hardly get a fact or point across without them trying to completely change the subject and undermine my perspective.  It got pretty frustrating relatively quickly.",1,2,5,1,2,5,5,1,1,1,1,4,4,4,5,4,4,1,2,5,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,51730
83189.00,0,2/4/2021 11:05,R_1cSMcFSLXS1jxEA,19,1,,16,,2,4,1,4,3,4,1,4,4,2,2,4,5,1,3,3,1,1,3,3,4,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,4,2,4,3,4,4,2,2,5,3,2,4,5,1,3,2,2,5,1,4,1,,1,3,3,3,4,2,4,4,3,2,5,2,2,4,4,4,5,4,4,4,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,51607
1253.00,1,2/4/2021 11:18,R_3M3ZzyA6fAFg6xr,18,1,,16,,3,4,2,4,3,4,1,3,3,3,4,4,4,3,3,3,3,1,3,3,4,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1,4,1,"I didn't feel understood when I was trying to explain to my friend the importance of BLM, and they disagreed.",1,2,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,51547
1044.00,1,2/4/2021 11:39,R_2foOooK50khqQvF,20,2,,8,,4,4,3,3,5,4,2,3,2,3,4,3,4,5,4,3,3,3,4,#NULL!,4,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,51321
2546.00,1,2/4/2021 11:40,R_1Nn2lSaC8z4BA1R,18,2,,16,,5,4,4,5,5,1,4,4,2,1,2,4,4,4,4,4,5,1,4,3,2,3,1,1,3,4,4,4,4,5,2,2,4,4,2,5,2,4,4,5,3,4,1,4,6,"Me and an acquaintance were discussing Trump and we had very different opinions on his affect on our own country as well as others. We couldn't reach an agreement and ever since then, when we differ ever so slightly I feel like its a much larger difference.",1,2,5,1,4,4,4,2,1,2,2,4,4,5,4,4,5,2,1,4,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,51639
1228.00,1,2/4/2021 14:49,R_3L0Vni180yqOxZK,20,2,,16,,4,3,2,2,3,4,3,4,2,3,3,3,4,4,3,2,2,2,3,3,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,2,3,2,2,4,3,3,2,4,4,2,3,3,3,3,4,3,3,1,1,1,"Aaron Rodgers is the best quarterback of all time
Tom Brady is not",1,3,3,2,2,3,4,3,3,3,3,4,2,3,3,3,4,2,3,4,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,50728
257.00,1,2/4/2021 16:45,R_xtKF114VoFhBewN,21,2,,18,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,46651
1943.00,1,2/4/2021 18:57,R_2zjc7rXVnR4wCxR,19,1,,1,,3,5,2,5,5,4,1,4,5,3,2,4,5,2,4,2,2,1,4,3,4,5,1,2,3,4,4,2,2,4,3,4,2,2,4,4,2,2,5,2,3,4,1,1,6,Once in high school we were talking about politics and many of the boys ganged up on the girls about the economy and its importance while the girls found that the human rights of others were more important and we couldn't understood how they didn't understand that.,1,5,2,4,4,4,4,4,3,4,5,2,2,3,2,2,4,2,2,5,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,51265
